game_date,game_id,game_code,game_status,game_status_text,game_sequence,game_date_est,game_time_est,game_date_time_est,game_date_utc,game_time_utc,game_date_time_utc,away_team_time,home_team_time,day,month_num,week_number,week_name,if_necessary,series_game_number,series_text,arena_name,arena_state,arena_city,postponed_status,branch_link,game_subtype,home_team_id,home_team_name,home_team_city,home_team_tricode,home_team_slug,home_team_wins,home_team_losses,home_team_score,home_team_seed,away_team_id,away_team_name,away_team_city,away_team_tricode,away_team_slug,away_team_wins,away_team_losses,away_team_score,away_team_seed,season,league_id,PBP
10/11/2020 00:00:00,0041900406,20201011/LALMIA,3,Final,1,2020-10-11T00:00:00Z,1900-01-01T19:30:00Z,2020-10-11T19:30:00Z,2020-10-11T04:00:00Z,1900-01-02T00:30:00Z,2020-10-11T23:30:00Z,2020-10-11T16:30:00Z,2020-10-11T19:30:00Z,Sun,10,0,"","",Game 6,LAL wins series 4-2,AdventHealth Arena,FL,Orlando,A,"","",1610612748,Heat,Miami,MIA,heat,2,4,93,5,1610612747,Lakers,Los Angeles,LAL,lakers,4,2,106,1,2019-20,00,TRUE
10/09/2020 00:00:00,0041900405,20201009/MIALAL,3,Final,1,2020-10-09T00:00:00Z,1900-01-01T21:00:00Z,2020-10-09T21:00:00Z,2020-10-09T04:00:00Z,1900-01-02T02:00:00Z,2020-10-10T01:00:00Z,2020-10-09T21:00:00Z,2020-10-09T18:00:00Z,Fri,10,0,"","",Game 5,LAL leads series 3-2,AdventHealth Arena,FL,Orlando,A,"","",1610612747,Lakers,Los Angeles,LAL,lakers,3,2,108,1,1610612748,Heat,Miami,MIA,heat,2,3,111,5,2019-20,00,TRUE
10/06/2020 00:00:00,0041900404,20201006/LALMIA,3,Final,1,2020-10-06T00:00:00Z,1900-01-01T21:00:00Z,2020-10-06T21:00:00Z,2020-10-06T04:00:00Z,1900-01-02T02:00:00Z,2020-10-07T01:00:00Z,2020-10-06T18:00:00Z,2020-10-06T21:00:00Z,Tue,10,0,"","",Game 4,LAL leads series 3-1,AdventHealth Arena,FL,Orlando,A,"","",1610612748,Heat,Miami,MIA,heat,1,3,96,5,1610612747,Lakers,Los Angeles,LAL,lakers,3,1,102,1,2019-20,00,TRUE
10/04/2020 00:00:00,0041900403,20201004/LALMIA,3,Final,1,2020-10-04T00:00:00Z,1900-01-01T19:30:00Z,2020-10-04T19:30:00Z,2020-10-04T04:00:00Z,1900-01-02T00:30:00Z,2020-10-04T23:30:00Z,2020-10-04T16:30:00Z,2020-10-04T19:30:00Z,Sun,10,0,"","",Game 3,LAL leads series 2-1,AdventHealth Arena,FL,Orlando,A,"","",1610612748,Heat,Miami,MIA,heat,1,2,115,5,1610612747,Lakers,Los Angeles,LAL,lakers,2,1,104,1,2019-20,00,TRUE
10/02/2020 00:00:00,0041900402,20201002/MIALAL,3,Final,1,2020-10-02T00:00:00Z,1900-01-01T21:00:00Z,2020-10-02T21:00:00Z,2020-10-02T04:00:00Z,1900-01-02T02:00:00Z,2020-10-03T01:00:00Z,2020-10-02T21:00:00Z,2020-10-02T18:00:00Z,Fri,10,0,"","",Game 2,LAL leads series 2-0,AdventHealth Arena,FL,Orlando,A,"","",1610612747,Lakers,Los Angeles,LAL,lakers,2,0,124,1,1610612748,Heat,Miami,MIA,heat,0,2,114,5,2019-20,00,TRUE
09/30/2020 00:00:00,0041900401,20200930/MIALAL,3,Final,3,2020-09-30T00:00:00Z,1900-01-01T21:00:00Z,2020-09-30T21:00:00Z,2020-09-30T04:00:00Z,1900-01-02T02:00:00Z,2020-10-01T01:00:00Z,2020-09-30T21:00:00Z,2020-09-30T18:00:00Z,Wed,9,0,"","",Game 1,LAL leads series 1-0,AdventHealth Arena,FL,Orlando,A,"","",1610612747,Lakers,Los Angeles,LAL,lakers,1,0,116,1,1610612748,Heat,Miami,MIA,heat,0,1,98,5,2019-20,00,TRUE
09/27/2020 00:00:00,0041900306,20200927/BOSMIA,3,Final,1,2020-09-27T00:00:00Z,1900-01-01T19:30:00Z,2020-09-27T19:30:00Z,2020-09-27T04:00:00Z,1900-01-02T00:30:00Z,2020-09-27T23:30:00Z,2020-09-27T19:30:00Z,2020-09-27T19:30:00Z,Sun,9,0,"","",Game 6,MIA wins series 4-2,AdventHealth Arena,FL,Orlando,A,"","",1610612748,Heat,Miami,MIA,heat,4,2,125,5,1610612738,Celtics,Boston,BOS,celtics,2,4,113,3,2019-20,00,TRUE
09/26/2020 00:00:00,0041900315,20200926/DENLAL,3,Final,1,2020-09-26T00:00:00Z,1900-01-01T21:00:00Z,2020-09-26T21:00:00Z,2020-09-26T04:00:00Z,1900-01-02T02:00:00Z,2020-09-27T01:00:00Z,2020-09-26T19:00:00Z,2020-09-26T18:00:00Z,Sat,9,0,"","",Game 5,LAL wins series 4-1,AdventHealth Arena,FL,Orlando,A,"","",1610612747,Lakers,Los Angeles,LAL,lakers,4,1,117,1,1610612743,Nuggets,Denver,DEN,nuggets,1,4,107,3,2019-20,00,TRUE
09/25/2020 00:00:00,0041900305,20200925/MIABOS,3,Final,1,2020-09-25T00:00:00Z,1900-01-01T20:30:00Z,2020-09-25T20:30:00Z,2020-09-25T04:00:00Z,1900-01-02T01:30:00Z,2020-09-26T00:30:00Z,2020-09-25T20:30:00Z,2020-09-25T20:30:00Z,Fri,9,0,"","",Game 5,MIA leads series 3-2,AdventHealth Arena,FL,Orlando,A,"","",1610612738,Celtics,Boston,BOS,celtics,2,3,121,3,1610612748,Heat,Miami,MIA,heat,3,2,108,5,2019-20,00,TRUE
09/24/2020 00:00:00,0041900314,20200924/LALDEN,3,Final,1,2020-09-24T00:00:00Z,1900-01-01T21:00:00Z,2020-09-24T21:00:00Z,2020-09-24T04:00:00Z,1900-01-02T02:00:00Z,2020-09-25T01:00:00Z,2020-09-24T18:00:00Z,2020-09-24T19:00:00Z,Thu,9,0,"","",Game 4,LAL leads series 3-1,AdventHealth Arena,FL,Orlando,A,"","",1610612743,Nuggets,Denver,DEN,nuggets,1,3,108,3,1610612747,Lakers,Los Angeles,LAL,lakers,3,1,114,1,2019-20,00,TRUE
09/23/2020 00:00:00,0041900304,20200923/BOSMIA,3,Final,1,2020-09-23T00:00:00Z,1900-01-01T20:30:00Z,2020-09-23T20:30:00Z,2020-09-23T04:00:00Z,1900-01-02T01:30:00Z,2020-09-24T00:30:00Z,2020-09-23T20:30:00Z,2020-09-23T20:30:00Z,Wed,9,0,"","",Game 4,MIA leads series 3-1,AdventHealth Arena,FL,Orlando,A,"","",1610612748,Heat,Miami,MIA,heat,3,1,112,5,1610612738,Celtics,Boston,BOS,celtics,1,3,109,3,2019-20,00,TRUE
09/22/2020 00:00:00,0041900313,20200922/LALDEN,3,Final,1,2020-09-22T00:00:00Z,1900-01-01T21:00:00Z,2020-09-22T21:00:00Z,2020-09-22T04:00:00Z,1900-01-02T02:00:00Z,2020-09-23T01:00:00Z,2020-09-22T18:00:00Z,2020-09-22T19:00:00Z,Tue,9,0,"","",Game 3,LAL leads series 2-1,AdventHealth Arena,FL,Orlando,A,"","",1610612743,Nuggets,Denver,DEN,nuggets,1,2,114,3,1610612747,Lakers,Los Angeles,LAL,lakers,2,1,106,1,2019-20,00,TRUE
09/20/2020 00:00:00,0041900312,20200920/DENLAL,3,Final,1,2020-09-20T00:00:00Z,1900-01-01T19:30:00Z,2020-09-20T19:30:00Z,2020-09-20T04:00:00Z,1900-01-02T00:30:00Z,2020-09-20T23:30:00Z,2020-09-20T17:30:00Z,2020-09-20T16:30:00Z,Sun,9,0,"","",Game 2,LAL leads series 2-0,AdventHealth Arena,FL,Orlando,A,"","",1610612747,Lakers,Los Angeles,LAL,lakers,2,0,105,1,1610612743,Nuggets,Denver,DEN,nuggets,0,2,103,3,2019-20,00,TRUE
09/19/2020 00:00:00,0041900303,20200919/BOSMIA,3,Final,1,2020-09-19T00:00:00Z,1900-01-01T20:30:00Z,2020-09-19T20:30:00Z,2020-09-19T04:00:00Z,1900-01-02T01:30:00Z,2020-09-20T00:30:00Z,2020-09-19T20:30:00Z,2020-09-19T20:30:00Z,Sat,9,0,"","",Game 3,MIA leads series 2-1,AdventHealth Arena,FL,Orlando,A,"","",1610612748,Heat,Miami,MIA,heat,2,1,106,5,1610612738,Celtics,Boston,BOS,celtics,1,2,117,3,2019-20,00,TRUE
