game_date,game_id,game_code,game_status,game_status_text,game_sequence,game_date_est,game_time_est,game_date_time_est,game_date_utc,game_time_utc,game_date_time_utc,away_team_time,home_team_time,day,month_num,week_number,week_name,if_necessary,series_game_number,series_text,arena_name,arena_state,arena_city,postponed_status,branch_link,game_subtype,home_team_id,home_team_name,home_team_city,home_team_tricode,home_team_slug,home_team_wins,home_team_losses,home_team_score,home_team_seed,away_team_id,away_team_name,away_team_city,away_team_tricode,away_team_slug,away_team_wins,away_team_losses,away_team_score,away_team_seed,season,league_id,PBP
06/28/2005 00:00:00,0040401001,"",0,"",0,2005-06-28T00:00:00Z,1900-01-01T19:30:00Z,2005-06-28T19:30:00Z,2005-06-28T04:00:00Z,1900-01-02T00:30:00Z,2005-06-28T23:30:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,Tue,6,0,"","","","",Madison Square Garden,NY,New York,A,"","",0,,,,,0,0,0,0,0,,,,,0,0,0,0,2004-05,00,FALSE
06/27/2005 00:00:00,0040401000,"",0,"",0,2005-06-27T00:00:00Z,1900-01-01T20:00:00Z,2005-06-27T20:00:00Z,2005-06-27T04:00:00Z,1900-01-02T01:00:00Z,2005-06-28T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,Mon,6,0,"","","","",Madison Square Garden,NY,New York,A,"","",0,,,,,0,0,0,0,0,,,,,0,0,0,0,2004-05,00,FALSE
06/23/2005 00:00:00,0040400407,20050623/DETSAS,3,Final,0,2005-06-23T00:00:00Z,1900-01-01T21:00:00Z,2005-06-23T21:00:00Z,2005-06-23T04:00:00Z,1900-01-02T02:00:00Z,2005-06-24T01:00:00Z,2005-06-23T21:00:00Z,2005-06-23T20:00:00Z,Thu,6,0,"","",Game 7,SAS wins series 4-3,AT&T Center,TX,San Antonio,A,"","",1610612759,Spurs,San Antonio,SAS,spurs,4,3,81,2,1610612765,Pistons,Detroit,DET,pistons,3,4,74,2,2004-05,00,TRUE
06/21/2005 00:00:00,0040400406,20050621/DETSAS,3,Final,0,2005-06-21T00:00:00Z,1900-01-01T21:00:00Z,2005-06-21T21:00:00Z,2005-06-21T04:00:00Z,1900-01-02T02:00:00Z,2005-06-22T01:00:00Z,2005-06-21T21:00:00Z,2005-06-21T20:00:00Z,Tue,6,0,"","",Game 6,Series tied 3-3,AT&T Center,TX,San Antonio,A,"","",1610612759,Spurs,San Antonio,SAS,spurs,0,0,86,2,1610612765,Pistons,Detroit,DET,pistons,0,0,95,2,2004-05,00,TRUE
06/19/2005 00:00:00,0040400405,20050619/SASDET,3,Final/OT,0,2005-06-19T00:00:00Z,1900-01-01T21:00:00Z,2005-06-19T21:00:00Z,2005-06-19T04:00:00Z,1900-01-02T02:00:00Z,2005-06-20T01:00:00Z,2005-06-19T20:00:00Z,2005-06-19T21:00:00Z,Sun,6,0,"","",Game 5,SAS leads series 3-2,Palace of Auburn Hills,MI,Detroit,A,"","",1610612765,Pistons,Detroit,DET,pistons,0,0,95,2,1610612759,Spurs,San Antonio,SAS,spurs,0,0,96,2,2004-05,00,TRUE
06/16/2005 00:00:00,0040400404,20050616/SASDET,3,Final,0,2005-06-16T00:00:00Z,1900-01-01T21:00:00Z,2005-06-16T21:00:00Z,2005-06-16T04:00:00Z,1900-01-02T02:00:00Z,2005-06-17T01:00:00Z,2005-06-16T20:00:00Z,2005-06-16T21:00:00Z,Thu,6,0,"","",Game 4,Series tied 2-2,Palace of Auburn Hills,MI,Detroit,A,"","",1610612765,Pistons,Detroit,DET,pistons,0,0,102,2,1610612759,Spurs,San Antonio,SAS,spurs,0,0,71,2,2004-05,00,TRUE
06/14/2005 00:00:00,0040400403,20050614/SASDET,3,Final,0,2005-06-14T00:00:00Z,1900-01-01T21:00:00Z,2005-06-14T21:00:00Z,2005-06-14T04:00:00Z,1900-01-02T02:00:00Z,2005-06-15T01:00:00Z,2005-06-14T20:00:00Z,2005-06-14T21:00:00Z,Tue,6,0,"","",Game 3,SAS leads series 2-1,Palace of Auburn Hills,MI,Detroit,A,"","",1610612765,Pistons,Detroit,DET,pistons,0,0,96,2,1610612759,Spurs,San Antonio,SAS,spurs,0,0,79,2,2004-05,00,TRUE
06/12/2005 00:00:00,0040400402,20050612/DETSAS,3,Final,0,2005-06-12T00:00:00Z,1900-01-01T21:00:00Z,2005-06-12T21:00:00Z,2005-06-12T04:00:00Z,1900-01-02T02:00:00Z,2005-06-13T01:00:00Z,2005-06-12T21:00:00Z,2005-06-12T20:00:00Z,Sun,6,0,"","",Game 2,SAS leads series 2-0,AT&T Center,TX,San Antonio,A,"","",1610612759,Spurs,San Antonio,SAS,spurs,13,4,97,2,1610612765,Pistons,Detroit,DET,pistons,12,8,76,2,2004-05,00,TRUE
06/09/2005 00:00:00,0040400401,20050609/DETSAS,3,Final,0,2005-06-09T00:00:00Z,1900-01-01T21:00:00Z,2005-06-09T21:00:00Z,2005-06-09T04:00:00Z,1900-01-02T02:00:00Z,2005-06-10T01:00:00Z,2005-06-09T21:00:00Z,2005-06-09T20:00:00Z,Thu,6,0,"","",Game 1,SAS leads series 1-0,AT&T Center,TX,San Antonio,A,"","",1610612759,Spurs,San Antonio,SAS,spurs,0,0,84,2,1610612765,Pistons,Detroit,DET,pistons,0,0,69,2,2004-05,00,TRUE
06/06/2005 00:00:00,0040400307,20050606/DETMIA,3,Final,0,2005-06-06T00:00:00Z,1900-01-01T20:00:00Z,2005-06-06T20:00:00Z,2005-06-06T04:00:00Z,1900-01-02T01:00:00Z,2005-06-07T00:00:00Z,2005-06-06T20:00:00Z,2005-06-06T20:00:00Z,Mon,6,0,"","",Game 7,DET wins series 4-3,AmericanAirlines Arena,FL,Miami,A,"","",1610612748,Heat,Miami,MIA,heat,0,0,82,1,1610612765,Pistons,Detroit,DET,pistons,0,0,88,2,2004-05,00,TRUE
